iter	Logloss
0	0.4372900836
1	0.3657471353
2	0.3162381151
3	0.3025256179
4	0.2904955029
5	0.2835240622
6	0.2787771659
7	0.2750650463
8	0.2721590142
9	0.2650799797
10	0.2619423024
11	0.2586221551
12	0.2554869277
13	0.2530242451
14	0.2514636183
15	0.2500760247
16	0.2477926656
17	0.2461258695
18	0.2420810014
19	0.2397741836
20	0.2377469
21	0.2361581504
22	0.2334479016
23	0.2320756241
24	0.2305875366
25	0.2283648654
26	0.2257197827
27	0.2235279042
28	0.2214102307
29	0.2184719743
30	0.2158876842
31	0.2138745115
32	0.2110920832
33	0.2088496899
34	0.2076054117
35	0.2048937282
36	0.2033898195
37	0.2017486017
38	0.1989695359
39	0.1971094328
40	0.1963916712
41	0.1948412712
42	0.1925418352
43	0.1902808857
44	0.1894555061
45	0.1876924004
46	0.1864744182
47	0.1850689902
48	0.1834170709
49	0.1812857041
50	0.1799895647
51	0.1786277883
52	0.1777462553
53	0.176403413
54	0.1750275085
55	0.1737507142
56	0.1730738125
57	0.1715656426
58	0.1699040978
59	0.1686326943
60	0.1674790753
61	0.1669149504
62	0.1656640191
63	0.1641277229
64	0.163496064
65	0.1620621516
66	0.160532247
67	0.1598289306
68	0.1581387317
69	0.1569982904
70	0.1563778554
71	0.1553093377
72	0.1542891921
73	0.1534267736
74	0.1520788533
75	0.1509905525
76	0.1499087308
77	0.1484204385
78	0.1473839615
79	0.146394064
80	0.1441968307
81	0.1435258913
82	0.1428454409
83	0.1422909095
84	0.1414320323
85	0.1407212527
86	0.1398627578
87	0.1389055486
88	0.1376097773
89	0.1370452786
90	0.1363236051
91	0.1356157976
92	0.134643084
93	0.1334138018
94	0.1328473971
95	0.1322064052
96	0.1313161023
97	0.1304449407
98	0.1293849966
99	0.1286490539
100	0.1275402318
101	0.1271407386
102	0.1261030449
103	0.1252782594
104	0.1245796668
105	0.1241305025
106	0.1233295964
107	0.1228888532
108	0.122247669
109	0.1217555232
110	0.120994276
111	0.1207708153
112	0.1201817862
113	0.1191358742
114	0.1187234918
115	0.1178371544
116	0.1171401139
117	0.1165027036
118	0.1158989739
119	0.115138995
120	0.114686381
121	0.1142881699
122	0.1138458143
123	0.1134316311
124	0.1128430832
125	0.1124867955
126	0.1121672722
127	0.1115221863
128	0.1105605102
129	0.1096837697
130	0.1092641375
131	0.1088316716
132	0.1081886572
133	0.1076158152
134	0.1074578944
135	0.1068098684
136	0.1057323914
137	0.1049845561
138	0.1044951469
139	0.1033501259
140	0.1028711561
141	0.1025529538
142	0.1019885628
143	0.101317294
144	0.100454954
145	0.09971340032
146	0.09912206567
147	0.09866364579
148	0.0981087469
149	0.0978723846
150	0.09743186495
151	0.09670544296
152	0.09636720223
153	0.09617708892
154	0.09571569216
155	0.09495428243
156	0.09458593373
157	0.09431331473
158	0.09353872515
159	0.09291887496
160	0.09278891352
161	0.0924351968
162	0.09191058199
163	0.09157182303
164	0.0911652597
165	0.09084560124
166	0.09016222354
167	0.08965547696
168	0.08917811805
169	0.08872731505
170	0.08779289207
171	0.08727750832
172	0.08691572525
173	0.08646316987
174	0.0858297104
175	0.08522073246
176	0.08495986671
177	0.08472530685
178	0.08432797008
179	0.08386533802
180	0.08310523208
181	0.08270976247
182	0.08231614717
183	0.08186431296
184	0.08166429175
185	0.0811207448
186	0.08081227764
187	0.0802827857
188	0.07974110744
189	0.07932202116
190	0.07895026277
191	0.0786952241
192	0.0784278336
193	0.07809973766
194	0.07770470952
195	0.07732746679
196	0.07683351291
197	0.07627340044
198	0.07572448177
199	0.07538944735
200	0.07494064089
201	0.07479837139
202	0.07458351985
203	0.07437530766
204	0.07410274216
205	0.07364876022
206	0.07311334634
207	0.07259717521
208	0.07213831303
209	0.07177398294
210	0.0716757489
211	0.07113086873
212	0.0707469455
213	0.07017931136
214	0.06994622708
215	0.06957559133
216	0.06938941681
217	0.06895943513
218	0.06872250146
219	0.06834050268
220	0.06806360325
221	0.06779788072
222	0.06753361846
223	0.06732777048
224	0.06692028795
225	0.06663662795
226	0.06626953875
227	0.06605333722
228	0.065509854
229	0.06504999098
230	0.06476864677
231	0.06446477607
232	0.06402111107
233	0.06370246741
234	0.06329195946
235	0.06282135454
236	0.06273875162
237	0.06252679238
238	0.06222943061
239	0.06204892312
240	0.06169465745
241	0.06150171622
242	0.06118456014
243	0.06079265382
244	0.06044705248
245	0.0601598843
246	0.05974915309
247	0.05946838225
248	0.05920766429
249	0.05906220792
250	0.05881549448
251	0.05856288368
252	0.05822314149
253	0.05792441855
254	0.05767816618
255	0.05753162558
256	0.05722574698
257	0.05702150768
258	0.05667156121
259	0.05646413524
260	0.05622783166
261	0.05593895349
262	0.05573147625
263	0.0554840078
264	0.05525592269
265	0.05502834136
266	0.05484032324
267	0.05464906623
268	0.05444413297
269	0.05399504393
270	0.05368310854
271	0.05333128044
272	0.05307620232
273	0.05288854816
274	0.05270415406
275	0.05258533511
276	0.05235036855
277	0.05214725203
278	0.05199098441
279	0.05157625572
280	0.05133103853
281	0.05112734704
282	0.05053637431
283	0.05029363122
284	0.04988674377
285	0.04962670949
286	0.04932022548
287	0.04905623481
288	0.04879527272
289	0.04856565766
290	0.04845565191
291	0.04834377761
292	0.0481943284
293	0.0477811567
294	0.04751516607
295	0.04732667155
296	0.04709783474
297	0.04698523529
298	0.04680434974
299	0.04653107458
300	0.04642781811
301	0.04619414129
302	0.04608040399
303	0.04585164336
304	0.04557575869
305	0.04548471688
306	0.04533470852
307	0.04516906492
308	0.04506623361
309	0.04497863616
310	0.04463659061
311	0.04439148313
312	0.04412594314
313	0.04383724647
314	0.043564143
315	0.04338866663
316	0.04314430757
317	0.04299094326
318	0.04280128074
319	0.04259582176
320	0.04250089132
321	0.04226895356
322	0.04211823854
323	0.04192970525
324	0.04173289168
325	0.04161750882
326	0.04140241332
327	0.04114315542
328	0.04100221266
329	0.04078659999
330	0.040632252
331	0.04048896322
332	0.04027516266
333	0.04012180936
334	0.03996589989
335	0.03965618562
336	0.03953012715
337	0.03936761399
338	0.03923882202
339	0.03901722621
340	0.03876826987
341	0.03860699373
342	0.03844919011
343	0.03817276918
344	0.03789670668
345	0.03774802532
346	0.03743092859
347	0.03726373454
348	0.03704996584
349	0.03676248953
350	0.03661224494
351	0.03647039521
352	0.03627868374
353	0.03600116559
354	0.03574747334
355	0.03550215274
356	0.03532604121
357	0.03512099867
358	0.03492071221
359	0.03472870662
360	0.03449503684
361	0.03431518315
362	0.03416994492
363	0.03410562152
364	0.03393304507
365	0.03382883159
366	0.03372529172
367	0.03344610254
368	0.03318522114
369	0.03302124518
370	0.03292513678
371	0.03275492208
372	0.03255068736
373	0.03252884881
374	0.0324434808
375	0.03222223071
376	0.0321336167
377	0.03201434668
378	0.03193986231
379	0.03182262906
380	0.03168604131
381	0.03158313649
382	0.03143043105
383	0.03128502062
384	0.03123876201
385	0.03103648683
386	0.03091703541
387	0.0308032718
388	0.03061622909
389	0.03054078045
390	0.03033436408
391	0.03014841736
392	0.02992742544
393	0.0297633826
394	0.02953529324
395	0.02941780087
396	0.02931508022
397	0.02922555115
398	0.02910438329
399	0.02899883688
400	0.0288191466
401	0.02873032371
402	0.02863240879
403	0.02856971845
404	0.02846827677
405	0.02830690026
406	0.02814646551
407	0.0280752136
408	0.02792707263
409	0.02788488686
410	0.02779742194
411	0.02756167945
412	0.02749342912
413	0.02737893222
414	0.0272213519
415	0.02710020374
416	0.02700903077
417	0.02700899199
418	0.02692637068
419	0.02673055386
420	0.02666350905
421	0.02647934
422	0.02640302883
423	0.0261840098
424	0.02609157341
425	0.02598066868
426	0.02591911188
427	0.02585180925
428	0.02575971285
429	0.02564401859
430	0.02551717493
431	0.02544773553
432	0.0253920438
433	0.0252260285
434	0.02509199658
435	0.02499920851
436	0.02491645577
437	0.02478265592
438	0.02469975825
439	0.02463426711
440	0.02452878634
441	0.02445120543
442	0.02439480867
443	0.02430140039
444	0.02426612568
445	0.02423723024
446	0.02421218787
447	0.02417827101
448	0.0241190898
449	0.02404755791
450	0.02398612825
451	0.02388957818
452	0.02378017423
453	0.02366827065
454	0.02358630498
455	0.02348803485
456	0.0234064159
457	0.02330337942
458	0.02322325269
459	0.02315589526
460	0.02304534035
461	0.0229752659
462	0.02289248283
463	0.02276223966
464	0.02267794121
465	0.02259154086
466	0.02250473709
467	0.02243240547
468	0.02235812898
469	0.02219927892
470	0.02207140527
471	0.02198103307
472	0.02180729254
473	0.02171875571
474	0.02163658385
475	0.02156625298
476	0.02145573787
477	0.02138056854
478	0.02132569624
479	0.02126307345
480	0.02121343385
481	0.02115982311
482	0.02107185429
483	0.02105332592
484	0.0209292722
485	0.02086834821
486	0.02079111437
487	0.0206555236
488	0.02053859665
489	0.02045201093
490	0.02036638406
491	0.02032033425
492	0.02017836965
493	0.02013204745
494	0.02001128156
495	0.01996126874
496	0.01993006076
497	0.01991222707
498	0.01981166105
499	0.01975824634
