iter	Logloss
119	0.182329256
120	0.1821006343
121	0.1819849105
122	0.1819251629
123	0.1818162441
124	0.1816452171
125	0.1814757257
126	0.1813580949
127	0.1811952848
128	0.1810751705
129	0.1809784998
130	0.18084848
131	0.1807668377
132	0.1806238018
133	0.1805145638
134	0.1804121668
135	0.1803339204
136	0.1802286638
137	0.180122486
138	0.1799367789
139	0.1798085994
140	0.1797097062
141	0.1796281217
142	0.1795639424
143	0.1794850208
144	0.179396411
145	0.1792470713
146	0.1792064053
147	0.1791398
148	0.1790016525
149	0.1788946682
150	0.1788353318
151	0.1786768255
152	0.1786703275
153	0.1785862266
154	0.1784795229
155	0.1784738834
156	0.1784244381
157	0.1782857338
158	0.1782056229
159	0.1780570376
160	0.178018089
161	0.1779360745
162	0.1778598158
163	0.1777768209
164	0.1777056277
165	0.177616372
166	0.1774857718
167	0.1774379204
168	0.1773134888
169	0.1772046865
170	0.1771339104
171	0.1770022425
172	0.1769130407
173	0.1767965165
174	0.1767596462
175	0.1767562151
176	0.1766956462
177	0.1765603637
178	0.1764583125
179	0.1763242735
180	180	0.1749418181	181	0.1748249182	182	0.1747428183	183	0.1746551184	184	0.1746089185	185	0.1745828186	186	0.1745082187187	0.1744423188	188	0.174366189	0189	0.174276190	0190	0.174225191	0.1753372442
192	0.1751874265
193	0.1751403402
194	0.1750959136
195	0.175037796
196	0.174965722
197	0.1748930434
198	0.1748277021
199	0.1747888256
200	0.1747172411
201	0.1746171167
202	0.1744984134
203	0.1744244823
204	0.1744058375
205	0.1743548724
206	0.1742644815
207	0.1741956779
208	0.1741282654
209	0.1740578102
210	0.1739871881
211	0.1738619886
212	0.1738220982
213	0.1737663608
214	0.1737239098
215	0.1736834574
216	0.1735989081
217	0.1735637065
218	0.1734807812
219	0.1733992228
220	0.1733450904
221	0.1732686899
222	0.1732095649
223	0.173107213
224	0.1730272765
225	0.1729239993
226	0.1728429131
227	0.1727374718
228	0.1727084939
229	0.1726505134
230	0.1725144664
231	0.1724137634
232	0.1723294364
233	0.1722470836
234	0.1721908128
235	0.172182581
236	0.1720896471
237	0.1720429456
238	0.1719280728
239	0.1718857999
240	0.1718383657
241	0.1717320779
242	0.1716665538
243	0.1715941306
244	0.1715516896
245	0.17148924
246	0.1714511093
247	0.171375199
248	0.1712905502
249	0.1712179621
250	0.1711757909
251	0.1710900875
252	0.1709460993
253	0.1709130426
254	0.1708570126
255	0.1707680898
256	0.1707121064
257	0.1706214999
258	0.1705221891
259	0.1704129405
260	0.1703440748
261	0.1703014612
262	0.1702579022
263	0.1701260498
264	0.1700713208
265	0.1700309303
266	0.1699938003
267	0.1699277135
268	0.1698206137
269	0.1698100575
270	0.1698086711
271	0.1697321211
272	0.1696328275
273	0.1695428737
274	0.1694797942
275	0.1694198722
276	0.1693632476
277	0.1692934891
278	0.1691705241
279	0.1690510923
280	0.1689776397
281	0.1689018733
282	0.1688539117
283	0.1688088318
284	0.1687752754
285	0.1687215936
286	0.168637795
287	0.1685891697
288	0.1685873312
289	0.1685121654
290	0.1684212725
291	0.1683179229
292	0.168254425
293	0.1681835703
294	0.1680962424
295	0.1680328468
296	0.1679636982
297	0.1679181892
298	0.1678653248
299	0.1678081118
300	0.1676938989
301	0.1676200486
302	0.167526256
303	0.1674316081
304	0.1673251143
305	0.1672599002
306	0.1671661539
307	0.1670929937
308	0.1670078508
309	0.1669178385
310	0.1668368502
311	0.1667944006
312	0.1667450678
313	0.1666847541
314	0.1666201648
315	0.166575926
316	0.1665091595
317	0.1664616043
318	0.166359019
319	0.1662731535
320	0.1662108012
321	0.1661092028
322	0.166034817
323	0.1660029627
324	0.1659440696
325	0.1658476818
326	0.1658246759
327	0.165744841
328	0.1657076189
329	0.1656012171
330	0.1655098025
331	0.1654227113
332	0.1653609029
333	0.1652701512
334	0.1651756248
335	0.1651326018
336	0.1650660834
337	0.1649725998
338	0.1649022804
339	0.1648495048
340	0.1647410587
341	0.164707803
342	0.1646461223
343	0.1645884304
344	0.1645263764
345	0.164384484
346	0.1642541938
347	0.1642247004
348	0.1641812314
349	0.1641260226
350	0.1640863812
351	0.1640362615
352	0.1639552255
353	0.1638532289
354	0.1638037055
355	0.163728835
356	0.1636302401
357	0.1635586951
358	0.1634685167
359	0.1633974471
360	0.1632778462
361	0.163231991
362	0.1631278792
363	0.1630897197
364	0.1630364729
365	0.1629591185
366	0.1629004886
367	0.1628279923
368	0.162759877
369	0.1626897404
370	0.1626096409
371	0.1625673016
372	0.1624975142
373	0.1624342817
374	0.1623517606
375	0.1623062125
376	0.1622076144
377	0.1621432513
378	0.1620923268
379	0.1620302276
380	0.1619633508
381	0.16185739
382	0.1617815783
383	0.1617162185
384	0.161649275
385	0.161553491
386	0.1614472196
387	0.161417689
388	0.1613207336
389	0.1612610481
390	0.1611885517
391	0.1611551062
392	0.1610660411
393	0.1609935447
394	0.1609103345
395	0.160851834
396	0.1608061504
397	0.1607163272
398	0.1606673619
399	0.1606292147
400	0.1605782356
401	0.1605091047
402	0.1604799188
403	0.1604384541
404	0.1604035217
405	0.1603341632
406	0.1602558111
407	0.1602040528
408	0.1601279635
409	0.1600511237
410	0.1599803362
411	0.1599164403
412	0.1598566015
413	0.159818738
414	0.1597837298
415	0.1597352678
416	0.1596695683
417	0.1595734363
418	0.1595053392
419	0.1594603515
420	0.1593696796
421	0.1593202339
422	0.1592377965
423	0.1591890954
424	0.1591420124
425	0.1590974287
426	0.1590788956
427	0.1590163335
428	0.158956496
429	0.1589120912
430	0.1588841967
431	0.1588587726
432	0.1587865734
433	0.1587311562
434	0.1586482409
435	0.158577954
436	0.1584342267
437	0.1583976827
438	0.1582942866
439	0.1582027185
440	0.1581470209
441	0.1580899255
442	0.1579970429
443	0.1578947774
444	0.1578489514
445	0.1578187619
446	0.1577952421
447	0.1577179789
448	0.1576929433
449	0.1576810079
450	0.1576286079
451	0.15759611
452	0.1575042347
453	0.1574322032
454	0.1573352813
455	0.1572874306
456	0.1572467462
457	0.1572312654
458	0.1571745545
459	0.1571368475
460	0.1570603024
461	0.1570384632
462	0.1569869606
463	0.1569093479
464	0.1568690845
465	0.1567763879
466	0.1567113955
467	0.1566439416
468	0.1566256289
469	0.1565815651
470	0.1565496163
471	0.1565010964
472	0.1564408189
473	0.1563972501
474	0.15634493
475	0.1562737129
476	0.1562430401
477	0.1561507833
478	0.1561074071
479	0.1560490479
480	0.1560036118
481	0.1559646455
482	0.1559029684
483	0.1558688199
484	0.155812093
485	0.1557374697
486	0.1556718148
487	0.1556104911
488	0.1555763506
489	0.1555089726
490	0.1554680991
491	0.1554389912
492	0.1554001937
493	0.1553389399
494	0.1552634733
495	0.1552080397
496	0.1551825846
497	0.155147877
498	0.15509025
499	0.1550337439
500	0.1549599886
501	0.1549151803
502	0.1548813921
503	0.154830446
504	0.1547823524
505	0.1547575165
506	0.154709311
507	0.1546324761
508	0.1545885965
509	0.1544976523
510	0.1544360434
511	0.1544080533
512	0.1543455646
513	0.1543054711
514	0.1542402209
515	0.1541785044
516	0.1540872996
517	0.1540402464
518	0.1539675109
519	0.1539205559
520	0.1538654612
521	0.1538068763
522	0.1537721628
523	0.1537476417
524	0.1537100929
525	0.1536542486
526	0.1535850455
527	0.1535221037
528	0.153474498
529	0.1534233269
530	0.1533218565
531	0.1532556205
532	0.1531951646
533	0.1531295267
534	0.1531060113
535	0.1530828053
536	0.1529469757
537	0.1528922785
538	0.1528327646
539	0.1527022448
540	0.1525681272
541	0.1525060913
542	0.1524434653
543	0.152413022
544	0.1523774459
545	0.1522800447
546	0.1522365235
547	0.1521742975
548	0.1521477112
549	0.1520902302
550	0.1519709957
551	0.1519198556
552	0.1518574484
553	0.1517877861
554	0.15169547
555	0.1516339709
556	0.1515776979
557	0.1514927084
558	0.1514232458
559	0.1513738477
560	0.1513437899
561	0.1512942807
562	0.1512297785
563	0.1511950226
564	0.1511354888
565	0.151089529
566	0.1509911144
567	0.15093673
568	0.1508762892
569	0.1508259536
570	0.1507677639
571	0.1507461228
572	0.1506558808
573	0.1506104868
574	0.1505445537
575	0.1504970638
576	0.1504005469
577	0.1503763805
578	0.15033102
579	0.1502150596
580	0.1501545809
581	0.1500822499
582	0.1500312717
583	0.1499464907
584	0.1499056814
585	0.1498269417
586	0.1497444418
587	0.1496911531
588	0.1496163749
589	0.1495783748
590	0.1495464601
591	0.1494848243
592	0.1494691674
593	0.1493956231
594	0.1493286967
595	0.1492227484
596	0.1491215476
597	0.1490277391
598	0.1489738715
599	0.148907622
600	0.1488768563
601	0.1488394341
602	0.14879178
603	0.1487286632
604	0.1486414638
605	0.1485973605
606	0.1484841793
607	0.148382348
608	0.1483135143
609	0.1482345285
610	0.1481484135
611	0.1480999809
612	0.1480251476
613	0.1479508441
614	0.1478701909
615	0.1478155169
616	0.1477327454
617	0.1476538397
618	0.1475790341
619	0.1474844681
620	0.1474487746
621	0.1474084515
622	0.1473429087
623	0.1472764204
624	0.1472149174
625	0.147152866
626	0.1471083469
627	0.1470364125
628	0.1469804247
629	0.1469486907
630	0.146870626
631	0.1467485816
632	0.1466731573
633	0.1466180511
634	0.1465633306
635	0.1465451862
636	0.1464940144
637	0.1464505272
638	0.146384347
639	0.1463513839
640	0.1463169651
641	0.1462544651
642	0.1461880413
643	0.1461706395
644	0.146105904
645	0.1460596069
646	0.1460285809
647	0.1459768923
648	0.1459248201
649	0.145878713
650	0.1458424092
651	0.1457682863
652	0.1457070299
653	0.1456186797
654	0.1455620233
655	0.1455176103
656	0.1454605898
657	0.1454146912
658	0.1453532385
659	0.1452883966
660	0.1452562862
661	0.1452253387
662	0.1451479195
663	0.1450452404
664	0.1449469683
665	0.1448757592
666	0.1448171291
667	0.1447911266
668	0.1447088464
669	0.1446712995
670	0.1446367356
671	0.144606355
672	0.1445703502
673	0.1445272172
674	0.1445061862
675	0.144475583
676	0.14442386
677	0.1443893572
678	0.1443576371
679	0.1442809933
680	0.1442159427
681	0.1441624561
682	0.1440948946
683	0.1440489377
684	0.1439915991
685	0.1439350678
686	0.1439072055
687	0.1438451155
688	0.1437751413
689	0.1437206592
690	0.1436547789
691	0.1436168936
692	0.1435831918
693	0.1435664672
694	0.1434864108
695	0.1434364978
696	0.143358638
697	0.1432906777
698	0.1432154702
699	0.1431616411
700	0.1430940986
701	0.1430473012
702	0.1429542312
703	0.1428908553
704	0.1428072168
705	0.142774416
706	0.1427212161
707	0.1426522452
708	0.1425943226
709	0.1425247986
710	0.1424723969
711	0.1424103769
712	0.1423697266
713	0.1423048135
714	0.1422451989
715	0.1421931927
716	0.1421586676
717	0.1421140366
718	0.1420584105
719	0.1419679655
720	0.1419260312
721	0.1418726811
722	0.1418411394
723	0.1417928113
724	0.1417540378
725	0.1416812151
726	0.1416371256
727	0.1416149596
728	0.1415784766
729	0.1415480487
730	0.141468387
731	0.1413772691
732	0.1413136392
733	0.1412442917
734	0.1412036518
735	0.1411471225
736	0.141101341
737	0.1410155129
738	0.1409985533
739	0.1409597769
740	0.1409355485
741	0.1408791808
742	0.1408061809
743	0.1407771097
744	0.1407207359
745	0.1406549093
746	0.1405695726
747	0.1405383287
748	0.1404918573
749	0.1404382924
750	0.1403797173
751	0.1403234443
752	0.140241911
753	0.1402034038
754	0.1401405266
755	0.1401042229
756	0.1400753269
757	0.1399841886
758	0.1399284644
759	0.1398507891
760	0.1397906389
761	0.139750703
762	0.1397191885
763	0.1396804354
764	0.1396063108
765	0.1395732751
766	0.1395516736
767	0.1394909793
768	0.139427344
769	0.1393899639
770	0.1393216979
771	0.1392945147
772	0.1392470758
773	0.1391895778
774	0.139159459
775	0.1391155199
776	0.1390332972
777	0.1390070173
778	0.1389423552
779	0.1388728291
780	0.1388218183
781	0.1387520339
782	0.138662133
783	0.1385913668
784	0.1385343168
785	0.1384678717
786	0.1384156537
787	0.138345403
788	0.1383108677
789	0.1382588068
790	0.1382334468
791	0.1381674596
792	0.138131494
793	0.138051379
794	0.1380134422
795	0.1379879538
796	0.1379608749
797	0.1378872505
798	0.1378206784
799	0.1377579514
800	0.1376981439
801	0.1376452094
802	0.1375506423
803	0.1374852193
804	0.1374341542
805	0.1373635971
806	0.1372524632
807	0.1372199966
808	0.1371930388
809	0.1371720514
810	0.1371167327
811	0.1370640725
812	0.1370063454
813	0.1369750735
814	0.1369231268
815	0.1368145902
816	0.1367784935
817	0.1367176097
818	0.1366621467
819	0.1365858277
820	0.13655431
821	0.1365264785
822	0.1364725015
823	0.1364242343
824	0.136370788
825	0.1363397448
826	0.1363065234
827	0.1362657635
828	0.1362167041
829	0.1361587107
830	0.1361091975
831	0.1360499169
832	0.1360264135
833	0.1359848017
834	0.135929213
835	0.1358392169
836	0.1357885625
837	0.1357227177
838	0.1356739337
839	0.1356409384
840	0.1355859303
841	0.1355393087
842	0.1354843299
843	0.1354042536
844	0.1353444268
845	0.1352779456
846	0.1352305992
847	0.1352062966
848	0.1351474679
849	0.1351224909
850	0.1350905621
851	0.1350538549
852	0.1350304079
853	0.1349746798
854	0.13492086
855	0.1348868131
856	0.1348625854
857	0.1348265067
858	0.1347894918
859	0.134710651
860	0.1346771893
861	0.1346018279
862	0.1345725826
863	0.1345478138
864	0.1345313474
865	0.1345094339
866	0.134424789
867	0.1343764511
868	0.1343542882
869	0.1343114954
870	0.1342511078
871	0.1341948216
872	0.1341065702
873	0.1340810243
874	0.1340518072
875	0.134022451
876	0.1339802977
877	0.1339207426
878	0.1338205173
879	0.1337440154
880	0.1337168111
881	0.1336612264
882	0.1335766323
883	0.1335463184
884	0.1334973194
885	0.1334205719
886	0.1333700152
887	0.1332687919
888	0.133202738
889	0.1331228223
890	0.1331045167
891	0.1330660883
892	0.1330130861
893	0.1329427779
894	0.1328870115
895	0.1328536098
896	0.1327970814
897	0.132766468
898	0.1327225346
899	0.1326707441
900	0.1326386103
901	0.1326088761
902	0.1325151053
903	0.1324863404
904	0.1324660008
905	0.1324242709
906	0.1323844329
907	0.1323234764
908	0.1322816755
909	0.1322588656
910	0.132217779
911	0.1321875106
912	0.1321412986
913	0.1320992813
914	0.1320674499
915	0.1320581752
916	0.1320106153
917	0.131966007
918	0.1319413583
919	0.1319082165
920	0.1318887002
921	0.131843615
922	0.1317987024
923	0.1317661284
924	0.1317137864
925	0.1316543904
926	0.1316001209
927	0.1315435242
928	0.1314631339
929	0.1313821252
930	0.131336723
931	0.1313298393
932	0.1312863997
933	0.131260045
934	0.1312151211
935	0.1311248899
936	0.1310303244
937	0.1310166919
938	0.1309473133
939	0.1309293063
940	0.1308815423
941	0.1308219472
942	0.1307689863
943	0.1307015927
944	0.1306352894
945	0.1305454882
946	0.1305029845
947	0.1304641081
948	0.1304275369
949	0.1303738913
950	0.1303565307
951	0.1302620081
952	0.1302166977
953	0.1301403101
954	0.1301059323
955	0.1300407825
956	0.1300113859
957	0.1299947922
958	0.1299232917
959	0.1298563637
960	0.1298249439
961	0.1297948786
962	0.1297404001
963	0.1296584141
964	0.1296027232
965	0.1295443921
966	0.1295219025
967	0.1294477374
968	0.1294228878
969	0.1293363337
970	0.1293010422
971	0.1292554777
972	0.1292100312
973	0.1291085833
974	0.129047678
975	0.1289873371
976	0.1289568066
977	0.1288976236
978	0.1288407804
979	0.1287799812
980	0.1287224255
981	0.1286683684
982	0.1286149999
983	0.1285669135
984	0.1284889208
985	0.1284229076
986	0.1283828658
987	0.1283567635
988	0.1283033264
989	0.1282475905
990	0.1281998597
991	0.1281650564
992	0.1281221108
993	0.1280595686
994	0.1280158785
995	0.1279190715
996	0.1278989185
997	0.1278331364
998	0.1277630952
999	0.1277048175
387
057669
