iter	Passed	Remaining
662	13804	7016
663	13824	6995
664	13844	6974
665	13863	6952
666	13883	6931
667	13902	6909
668	13921	6887
669	13942	6867
670	13963	6846
671	13981	6824
672	13999	6801
673	14017	6780
674	14036	6758
675	14056	6736
676	14075	6715
677	14095	6694
678	14118	6674
679	14138	6653
680	14157	6631
681	14177	6610
682	14196	6588
683	14216	6567
684	14235	6546
685	14255	6525
686	14279	6505
687	14299	6484
688	14318	6463
689	14338	6441
690	14357	6420
691	14377	6399
692	14397	6378
693	14417	6356
694	14439	6336
695	14458	6315
696	14478	6293
697	14497	6272
698	14516	6250
699	14535	6229
700	14555	6208
701	14576	6187
702	14597	6167
703	14618	6146
704	14638	6125
705	14657	6103
706	14677	6082
707	14696	6061
708	14715	6039
709	14736	6018
710	14758	5998
711	14767	5973
712	14787	5952
713	14806	5930
714	14826	5909
715	14846	5888
716	14865	5867
717	14885	5846
718	14909	5826
719	14929	5806
720	14948	5784
721	14966	5762
722	14984	5740
723	15003	5719
724	15022	5698
725	15042	5677
726	15066	5657
727	15085	5636
728	15105	5615
729	15124	5594
730	15143	5572
731	15162	5551
732	15182	5530
733	15202	5509
734	15226	5489
735	15245	5468
736	15265	5447
737	15284	5426
738	15304	5405
739	15324	5384
740	15343	5362
741	15363	5342
742	15387	5322
743	15407	5301
744	15426	5280
745	15446	5259
746	15465	5238
747	15484	5216
748	15504	5195
749	15524	5174
750	15547	5154
751	15566	5133
752	15586	5112
753	15605	5091
754	15625	5070
755	15644	5049
756	15663	5028
757	15684	5007
758	15707	4987
759	15727	4966
760	15746	4945
761	15766	4924
762	15785	4903
763	15805	4882
764	15825	4861
765	15847	4841
766	15869	4820
767	15888	4799
768	15908	4778
769	15928	4757
770	15946	4736
771	15963	4714
772	15981	4693
773	16002	4672
774	16024	4652
775	16044	4631
776	16063	4610
777	16083	4589
778	16103	4568
779	16122	4547
780	16142	4526
781	16164	4506
782	16185	4485
783	16204	4464
784	16223	4443
785	16243	4422
786	16263	4401
787	16282	4380
788	16302	4359
789	16325	4339
790	16347	4319
791	16367	4298
792	16387	4277
793	16407	4256
794	16425	4235
795	16445	4214
796	16465	4193
797	16488	4173
798	16507	4152
799	16526	4131
800	16546	4110
801	16566	4089
802	16585	4068
803	16604	4047
804	16624	4027
805	16648	4007
806	16667	3986
807	16686	3965
808	16706	3944
809	16724	3923
810	16744	3902
811	16764	3881
812	16783	3860
813	16806	3840
814	16825	3819
815	16845	3798
816	16864	3777
817	16884	3756
818	16904	3735
819	16923	3714
820	16942	3693
821	16962	3673
822	16980	3652
823	16998	3630
824	17017	3609
825	17036	3588
826	17055	3567
827	17075	3547
828	17095	3526
829	17118	3506
830	17137	3485
831	17157	3464
832	17177	3443
833	17196	3422
834	17216	3401
835	17235	3381
836	17255	3360
837	17278	3340
838	17298	3319
839	17317	3298
840	17337	3277
841	17357	3257
842	17376	3236
843	17395	3215
844	17416	3194
845	17439	3174
846	17459	3153
847	17478	3132
848	17498	3112
849	17517	3091
850	17536	3070
851	17556	3049
852	17577	3029
853	17598	3008
854	17617	2987
855	17637	2967
856	17656	2946
857	17675	2925
858	17695	2904
859	17715	2883
860	17736	2863
861	17757	2842
862	17776	2822
863	17796	2801
864	17816	2780
865	17836	2759
866	17855	2739
867	17875	2718
868	17897	2698
869	17917	2677
870	17935	2656
871	17953	2635
872	17971	2614
873	17991	2593
874	18010	2572
875	18030	2552
876	18051	2531
877	18072	2511
878	18092	2490
879	18111	2469
880	18130	2449
881	18150	2428
882	18169	2407
883	18188	2386
884	18210	2366
885	18232	2345
886	18252	2325
887	18271	2304
888	18290	2283
889	18310	2263
890	18329	2242
891	18349	2221
892	18371	2201
893	18392	2180
894	18411	2159
895	18430	2139
896	18450	2118
897	18469	2097
898	18488	2077
899	18508	2056
900	18530	2036
901	18551	2015
902	18570	1994
903	18589	1974
904	18609	1953
905	18628	1932
906	18648	1912
907	18667	1891
908	18688	1870
909	18709	1850
910	18729	1829
911	18749	1809
912	18768	1788
913	18788	1767
914	18807	1747
915	18827	1726
916	18849	1706
917	18868	1685
918	18888	1664
919	18908	1644
920	18926	1623
921	18945	1602
922	18964	1582
923	18984	1561
924	19006	1541
925	19027	1520
926	19047	1499
927	19067	1479
928	19086	1458
929	19105	1438
930	19125	1417
931	19145	1396
932	19166	1376
933	19188	1355
934	19207	1335
935	19226	1314
936	19246	1294
937	19266	1273
938	19285	1252
939	19305	1232
940	19328	1211
941	19348	1191
942	19368	1170
943	19387	1150
944	19407	1129
945	19427	1108
946	19446	1088
947	19465	1067
948	19488	1047
949	19508	1026
950	19527	1006
951	19547	985
952	19567	965
953	19586	944
954	19606	923
955	19627	903
956	19666	883
957	19691	863
958	19716	842
959	19744	822
960	19763	802
961	19783	781
962	19806	760
963	19826	740
964	19845	719
965	19864	699
966	19884	678
967	19903	657
968	19921	637
969	19940	616
970	19965	596
971	19986	575
972	20006	555
973	20026	534
974	20047	514
975	20068	493
976	20089	472
977	20110	452
978	20135	431
979	20155	411
980	20175	390
981	20196	370
982	20216	349
983	20237	329
984	20257	308
985	20279	287
986	20300	267
987	20319	246
988	20339	226
989	20358	205
990	20377	185
991	20396	164
992	20416	143
993	20438	123
994	20458	102
995	20477	82
996	20497	61
997	20517	41
998	20536	20
999	20555	0
