iter	RMSE
470	0.1541137619
471	0.1540994641
472	0.1539164659
473	0.1538445837
474	0.1537605276
475	0.1534736419
476	0.1534338838
477	0.1531636798
478	0.153109353
479	0.1528332526
480	0.1525034616
481	0.1523939182
482	0.1521467861
483	0.1518868923
484	0.1518784287
485	0.151536055
486	0.1512112308
487	0.1509065414
488	0.1507556067
489	0.1505302375
490	0.150261722
491	0.149803021
492	0.1497298595
493	0.1496308403
494	0.1493628534
495	0.1491409768
496	0.1488772801
497	0.148613257
498	0.148366031
499	0.1479454428
500	0.1478121911
501	0.1477764401
502	0.1474122808
503	0.146986888
504	0.1468846346
505	0.146570746
506	0.1462367184
507	0.1460585495
508	0.1460271057
509	0.1458392223
510	0.1455349879
511	0.1453095038
512	0.1450531651
513	0.1447534465
514	0.1445936267
515	0.1441821135
516	0.14383132
517	0.1434757036
518	0.1432776335
519	0.142985929
520	0.1427427012
521	0.1425188887
522	0.1424838658
523	0.1424180858
524	0.1421141884
525	0.1419837316
526	0.1416186919
527	0.1415352733
528	0.1412578876
529	0.1411107991
530	0.141007218
531	0.1407960703
532	0.1406890306
533	0.1402856915
534	0.1400953501
535	0.1400710748
536	0.1398854855
537	0.1395859661
538	0.1393498598
539	0.139290365
540	0.1387134752
541	0.1384039776
542	0.1382204449
543	0.1380674217
544	0.137847719
545	0.1374855688
546	0.1370593194
547	0.1368036802
548	0.1365270479
549	0.1364805507
550	0.1361932206
551	0.1360488035
552	0.135789329
553	0.1355052257
554	0.1353911448
555	0.1350389509
556	0.134818825
557	0.1346628872
558	0.1344846746
559	0.1343133848
560	0.1340537672
561	0.1340186917
562	0.1339334297
563	0.133744486
564	0.1336150619
565	0.1333388832
566	0.1331311297
567	0.1328900744
568	0.13275121
569	0.1327332234
570	0.1324912202
571	0.1322739623
572	0.1320675455
573	0.1319965901
574	0.1317666506
575	0.1315089818
576	0.13123965
577	0.1310786532
578	0.1310499841
579	0.1308118298
580	0.1305360243
581	0.1303036864
582	0.1302650197
583	0.1302133178
584	0.1299423609
585	0.1298582523
586	0.1298216821
587	0.1294659905
588	0.1292936374
589	0.1291070601
590	0.1289111405
591	0.1288759969
592	0.1286234794
593	0.1284620032
594	0.1283169982
595	0.1281489843
596	0.1281465293
597	0.1278538893
598	0.1278246249
599	0.1275361046
600	0.1272556712
601	0.1270312467
602	0.1266731318
603	0.1264014726
604	0.1262292927
605	0.1259294264
606	0.1256682597
607	0.1253471223
608	0.1252238574
609	0.1250518952
610	0.1249694303
611	0.1248815549
612	0.1246566512
613	0.1244569884
614	0.1242554959
615	0.1240881762
616	0.1240251245
617	0.1237115632
618	0.1234546368
619	0.1232526596
620	0.1230974108
621	0.122859034
622	0.1226004161
623	0.1223542035
624	0.1221378099
625	0.1221159371
626	0.1219167248
627	0.1218151669
628	0.1216186687
629	0.121391405
630	0.1213026352
631	0.1212345866
632	0.1210439661
633	0.1209117492
634	0.1204850478
635	0.1203898309
636	0.1202243919
637	0.1202221544
638	0.1198426113
639	0.1195486796
640	0.1193958752
641	0.1192212756
642	0.119116742
643	0.1188796249
644	0.1188755648
645	0.118754769
646	0.1186037794
647	0.1183403367
648	0.1181848017
649	0.1178920241
650	0.1176868103
651	0.117513027
652	0.1173101537
653	0.1171156359
654	0.116904268
655	0.1167918165
656	0.1166853996
657	0.1165642974
658	0.1163696411
659	0.1162212064
660	0.1160158462
661	0.1159101113
662	0.1157678418
663	0.1155174103
664	0.1152717794
665	0.1151349317
666	0.1150520828
667	0.1149878845
668	0.1149017754
669	0.1148472636
670	0.1145725871
671	0.1143717279
672	0.1143607115
673	0.1140805936
674	0.1139815732
675	0.1137846395
676	0.1135984541
677	0.1135040045
678	0.1133494473
679	0.113187395
680	0.112972711
681	0.1127697862
682	0.112566173
683	0.1122873997
684	0.1121942558
685	0.1121127828
686	0.1119552743
687	0.1117842235
688	0.1116165203
689	0.1116154413
690	0.1113879017
691	0.1111577801
692	0.1109162661
693	0.1108906267
694	0.1107410208
695	0.1105346519
696	0.1105288858
697	0.1104305556
698	0.1102314668
699	0.1101964534
700	0.1101360998
701	0.1100237628
702	0.1098492025
703	0.1095933468
704	0.1094697492
705	0.1093474993
706	0.1092828655
707	0.1090057276
708	0.1087613526
709	0.108550459
710	0.1083403303
711	0.1083386634
712	0.1081547817
713	0.1080231269
714	0.1079589836
715	0.1077854352
716	0.1075365613
717	0.1074095953
718	0.1073700599
719	0.1073585148
720	0.1071581098
721	0.1070015986
722	0.1068540617
723	0.1068093069
724	0.1066709747
725	0.1065099249
726	0.1063458464
727	0.1062018478
728	0.1061147568
729	0.1058886658
730	0.1057468159
731	0.1055755966
732	0.1053348582
733	0.1052671547
734	0.1050902441
735	0.1050547155
736	0.1049681231
737	0.1048849748
738	0.1047810149
739	0.104630941
740	0.1044646958
741	0.1043485807
742	0.1042624443
743	0.1041635392
744	0.1040281602
745	0.1038947696
746	0.1037616557
747	0.103760224
748	0.1035937242
749	0.1034028358
750	0.1032841771
751	0.1031346901
752	0.1030256619
753	0.1029174506
754	0.1027724189
755	0.1024073091
756	0.1022440603
757	0.1021397301
758	0.1019298075
759	0.1017802799
760	0.101779752
761	0.1016415547
762	0.1015392812
763	0.1014182624
764	0.1012728101
765	0.1010874162
766	0.1009555564
767	0.1009097578
768	0.1007427007
769	0.1006452188
770	0.1004666248
771	0.1002999925
772	0.1002450007
773	0.1001584435
774	0.09998765033
775	0.09983802111
776	0.09973704406
777	0.09956189438
778	0.0995080664
779	0.09939954031
780	0.09919570276
781	0.09904398118
782	0.09891667435
783	0.09890408523
784	0.0988532661
785	0.09869540778
786	0.09860200732
787	0.09844893567
788	0.09826740278
789	0.09807716592
790	0.09791831418
791	0.09778061163
792	0.0975690179
793	0.09746964528
794	0.09746887119
795	0.09722978546
796	0.09714689071
797	0.0969164558
798	0.09683265185
799	0.09675042077
800	0.0966167704
801	0.09643138076
802	0.09635101218
803	0.09621390573
804	0.09600843247
805	0.09587701511
806	0.09571848379
807	0.0955409471
808	0.09546184271
809	0.0953216459
810	0.0951659153
811	0.0950171079
812	0.09488124071
813	0.09477217331
814	0.09461692488
815	0.09453423162
816	0.09440676328
817	0.09423477955
818	0.09401914642
819	0.09390658631
820	0.09384667809
821	0.09377294651
822	0.09355492143
823	0.0934437383
824	0.09337796707
825	0.09319827682
826	0.09301341205
827	0.09285480836
828	0.09263501081
829	0.09253899762
830	0.0923763653
831	0.09213023834
832	0.09192565682
833	0.0918875512
834	0.09171064915
835	0.09154576559
836	0.09137763673
837	0.09127554664
838	0.09108680462
839	0.09103283724
840	0.09094049142
841	0.09083044663
842	0.09075711541
843	0.09069314676
844	0.0905674406
845	0.09050762365
846	0.09040117313
847	0.09028324932
848	0.09014345909
849	0.08993524788
850	0.08989035583
851	0.08982203936
852	0.08977347286
853	0.08966237656
854	0.08959481037
855	0.08952193966
856	0.08949585754
857	0.08931274088
858	0.08912289618
859	0.08903404364
860	0.08893694722
861	0.0888507857
862	0.08871482987
863	0.08855642057
864	0.08842259927
865	0.08833328785
866	0.08827583302
867	0.0881090416
868	0.08802797666
869	0.08785207103
870	0.08783456768
871	0.08763930431
872	0.08757303351
873	0.08749579255
874	0.08740085234
875	0.08736830636
876	0.08731594509
877	0.08715697807
878	0.08702783369
879	0.08688577253
880	0.08673870092
881	0.08663166041
882	0.08658151633
883	0.08641317831
884	0.08628053037
885	0.08613697236
886	0.08607973618
887	0.08595876385
888	0.08588051304
889	0.08569668984
890	0.08546905447
891	0.08543030238
892	0.08541634332
893	0.08522506234
894	0.08509149268
895	0.08499401949
896	0.08484045156
897	0.0847309189
898	0.08463190311
899	0.08437894251
900	0.08429628425
901	0.08419191245
902	0.08408710743
903	0.0839119563
904	0.08376864254
905	0.08365999289
906	0.08360830514
907	0.0835320532
908	0.08349883829
909	0.08343948785
910	0.08339019091
911	0.08314048311
912	0.08313957832
913	0.08290544868
914	0.08285905042
915	0.08275485886
916	0.08255554736
917	0.08249062684
918	0.08230888657
919	0.08210838511
920	0.08197982625
921	0.08180547498
922	0.08164789663
923	0.08150117245
924	0.08142243543
925	0.08125768338
926	0.08111803219
927	0.08097363801
928	0.08078590327
929	0.08066764702
930	0.08048472038
931	0.08028082228
932	0.0801248549
933	0.08004126052
934	0.07991182075
935	0.07980432944
936	0.07972442941
937	0.07953561836
938	0.07938482223
939	0.07926492425
940	0.07917684119
941	0.07907729435
942	0.0789739553
943	0.07884973951
944	0.07875038327
945	0.07857512719
946	0.07841682744
947	0.07827934318
948	0.07822979553
949	0.07821054169
950	0.07818205094
951	0.07809802666
952	0.07789481162
953	0.07788636351
954	0.07773642783
955	0.07763671813
956	0.07759106673
957	0.07747062226
958	0.07741342063
959	0.07736994905
960	0.07733392436
961	0.07708914933
962	0.0769720263
963	0.07686916672
964	0.07675803364
965	0.07670088822
966	0.07662905632
967	0.0765343263
968	0.0765337258
969	0.07642187844
970	0.0763300492
971	0.07628994327
972	0.07623688992
973	0.07611570517
974	0.07606995445
975	0.07589893943
976	0.07569216391
977	0.0756123247
978	0.07553645708
979	0.07541980328
980	0.07530227364
981	0.0750910696
982	0.07502746707
983	0.07489465674
984	0.07474316455
985	0.07474189279
986	0.07465081218
987	0.07452914731
988	0.07451525546
989	0.07436777875
990	0.07427413644
991	0.07426906042
992	0.07413322942
993	0.07408961893
994	0.07396936889
995	0.07390190941
996	0.07376654057
997	0.07365409921
998	0.07356326602
999	0.07348345981
