iter	Logloss
0	0.4554859489
1	0.3383466365
2	0.27437572
3	0.2283187095
4	0.1953152583
5	0.1608715272
6	0.1393234411
7	0.1235442188
8	0.106664453
9	0.09502379115
10	0.08375044714
11	0.07617037582
12	0.06679509809
13	0.0588852397
14	0.05387943596
15	0.05024861111
16	0.04587034349
17	0.04215393653
18	0.03862181022
19	0.03559403679
20	0.0332094649
21	0.03100056432
22	0.02914174566
23	0.02717142566
24	0.02565420533
25	0.02398273368
26	0.02289883634
27	0.02165574217
28	0.0206428618
29	0.01957022783
30	0.01859102528
31	0.0178796248
32	0.01726087662
33	0.01656450499
34	0.01595987664
35	0.01546989884
36	0.01507080376
37	0.01448403632
38	0.0141535643
39	0.01359126117
40	0.01313761391
41	0.01273922791
42	0.01238657954
43	0.01203377219
44	0.01173513405
45	0.01148716887
46	0.01114142524
47	0.01087888086
48	0.01064088309
49	0.01034954943
50	0.01007256942
51	0.009848129875
52	0.009643818765
53	0.009375770737
54	0.009221120059
55	0.009045569241
56	0.008827422066
57	0.008606795303
58	0.008451534871
59	0.008293763351
60	0.008143277879
61	0.008021722519
62	0.007833509443
63	0.007682082226
64	0.007568513572
65	0.007428751212
66	0.007296192078
67	0.007175208579
68	0.007069419678
69	0.006945448371
70	0.006819220459
71	0.006705387516
72	0.006578387815
73	0.006470575837
74	0.006352991384
75	0.006244507789
76	0.006150782046
77	0.006069275295
78	0.005953578439
79	0.005852804033
80	0.00574512248
81	0.005633460905
82	0.005561531218
83	0.005491370505
84	0.005424938106
85	0.005344455622
86	0.005280997603
87	0.005215145946
88	0.005160290182
89	0.005116051954
90	0.005029734007
91	0.004970582302
92	0.004908372063
93	0.004852509342
94	0.004793241194
95	0.004733532096
96	0.004673469854
97	0.004614696329
98	0.004570140381
99	0.004516195563
100	0.004436768526
101	0.004385365003
102	0.004339944505
103	0.004283006268
104	0.004233119427
105	0.004185552581
106	0.004143544642
107	0.004096336672
108	0.004054763618
109	0.004013844881
110	0.003977864485
111	0.003945088552
112	0.003905001405
113	0.003857262749
114	0.003820372853
115	0.003779340537
116	0.003747586158
117	0.003714037265
118	0.003676934174
119	0.003649287617
120	0.003615963956
121	0.003585868566
122	0.003550829407
123	0.003521093137
124	0.003492907514
125	0.003463364523
126	0.003431745123
127	0.003408986539
128	0.003382725463
129	0.003356238619
130	0.003329990461
131	0.003302325591
132	0.003277588211
133	0.003241797726
134	0.003211945035
135	0.003180971085
136	0.003154679524
137	0.003129892921
138	0.003100294364
139	0.003072368983
140	0.003053044819
141	0.003029502595
142	0.002997261916
143	0.002971706288
144	0.002943686341
145	0.002921314387
146	0.002902092823
147	0.002879568142
148	0.002857144859
149	0.002840123021
150	0.002812042182
151	0.002796448477
152	0.002779240058
153	0.002764511147
154	0.002728570928
155	0.002710542761
156	0.002695463258
157	0.002676841856
158	0.002657894043
159	0.00264196162
160	0.002623674514
161	0.00260559897
162	0.002588133026
163	0.00257030472
164	0.002555319217
165	0.002536722529
166	0.002519148261
167	0.002503590444
168	0.002483895075
169	0.002466087319
170	0.002450184572
171	0.002429343436
172	0.002414365252
173	0.002395849978
174	0.002383689923
175	0.002370295715
176	0.002357706123
177	0.002343305122
178	0.002328420163
179	0.002313988143
180	0.002303344599
181	0.002288811079
182	0.002275987348
183	0.002264863472
184	0.002251523073
185	0.00223945662
186	0.002226688998
187	0.002216463214
188	0.002205095791
189	0.002190220239
190	0.002178532451
191	0.002166192719
192	0.002150363744
193	0.002137288982
194	0.002123721655
195	0.002111894444
196	0.002100925807
197	0.002091812076
198	0.002081022426
199	0.002071629504
200	0.002061984899
201	0.002050837794
202	0.002040416138
203	0.002032198143
204	0.002023488781
205	0.002011706969
206	0.002000844105
207	0.001994176677
208	0.00198401425
209	0.001976564479
210	0.001967011622
211	0.001956461702
212	0.00194734728
213	0.001935792005
214	0.001929089718
215	0.001920003874
216	0.001910368654
217	0.001900889081
218	0.001889828438
219	0.00188250324
220	0.001874593217
221	0.001865789352
222	0.001857157586
223	0.001850231393
224	0.001841118605
225	0.001832474643
226	0.001825261138
227	0.001814593094
228	0.00180550666
229	0.001796763091
230	0.001785921304
231	0.001779873577
232	0.001772930233
233	0.001764203901
234	0.001756990475
235	0.001747663816
236	0.001740087155
237	0.001731987528
238	0.001723314526
239	0.001715917888
240	0.001709143903
241	0.001697543764
242	0.001689734252
243	0.001679029258
244	0.001673739899
245	0.001665909098
246	0.001659525008
247	0.00165349133
248	0.001647917817
249	0.001641377837
250	0.001641414809
251	0.001635218518
252	0.001628523966
253	0.001624045827
254	0.001616922028
255	0.00160985883
256	0.001603360369
257	0.001596472915
258	0.001589627915
259	0.001589574185
260	0.00157600717
261	0.001568323315
262	0.001561419911
263	0.001554488732
264	0.001548246689
265	0.001541829774
266	0.001535022138
267	0.001528580023
268	0.001522220254
269	0.001517547101
270	0.00151384786
271	0.00151384786
272	0.001506913892
273	0.001501759732
274	0.001501602553
275	0.001494229199
276	0.001494223325
277	0.001488317667
278	0.001482192862
279	0.001482164355
280	0.001475141546
